"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"26063",0.107060427217373,2.27507053047536,2.11256823622124,0.0361421913047857,0.337411154135696,-4.73000761034855
"103910",0.057462927500824,3.86490874284376,2.1121269379707,0.0361805773838098,0.337411154135696,-4.73091185033966
"8724",0.0572687036551217,3.81043258298897,2.1121234794215,0.0361808783622055,0.337411154135696,-4.73091893635634
"101926896",0.104232280573619,1.25954914361938,2.11211953274956,0.0361812218218535,0.337411154135696,-4.73092702244539
"105372717",0.0913425024144704,1.6066415132574,2.11196041322194,0.036195071555929,0.337411154135696,-4.73125302056701
"105373064",0.089270473092437,0.90055229186394,2.11195764322502,0.0361953126963241,0.337411154135696,-4.7312586954269
"137872",0.0621649518454275,3.26810764565894,2.11193679154995,0.0361971279705541,0.337411154135696,-4.73130141378044
"10137",0.0624835359533726,3.07892517050894,2.11184399240654,0.0362052076906811,0.337411154135696,-4.73149152443613
"100287042",0.0753455757279572,1.78941808148573,2.11132298274531,0.0362505991207328,0.337712564882853,-4.73255873104192
"10412",0.0596689653797219,3.34730967747393,2.11111719254322,0.0362685414655049,0.337756691808315,-4.73298019131489
"728492",0.0580815761729037,2.51432234881849,2.11090385487643,0.0362871499182852,0.337756691808315,-4.7334170678
"105379273",-0.114881227170355,1.18057695154962,-2.11070063645773,0.0363048833520939,0.337756691808315,-4.73383318303827
"10134",0.0762335376840259,3.36805117990757,2.11060630215728,0.0363131177718527,0.337756691808315,-4.73402633147559
"152100",0.0565152935679891,2.96470728140361,2.11052071370202,0.0363205901585216,0.337756691808315,-4.73420156581874
"896",0.0656020033609984,3.06098518997379,2.11023420542754,0.0363456136769311,0.337867989209402,-4.73478811570157
"1141",0.0528819416076533,3.0595637846564,2.10987104227818,0.0363773535082002,0.33788830462785,-4.73553148779011
"105377697",-0.0626716816538314,0.0984674840966673,-2.10975565211013,0.0363874433981796,0.33788830462785,-4.73576765883115
"6692",0.116040143565135,1.21111751919508,2.10965036510072,0.0363966519525117,0.33788830462785,-4.73598314089148
"22919",0.0530680008881132,3.38937807122499,2.10941080815259,0.0364176114176482,0.33788830462785,-4.73647338398895
"55339",0.0488770356420198,3.25383045167928,2.10930570701472,0.0364268102668644,0.33788830462785,-4.73668845235492
"57705",0.105911082771011,1.81593255828234,2.10926923615321,0.0364300028015854,0.33788830462785,-4.73676308027508
"5425",0.077039192963468,3.23703649337807,2.10915069678893,0.0364403809948569,0.33788830462785,-4.73700563112298
"65267",-0.11922681170642,1.33927556760283,-2.10873781228824,0.0364765491353107,0.33788830462785,-4.73785035927607
"84167",0.0643744239453556,2.45878488428254,2.10871475232992,0.0364785700672109,0.33788830462785,-4.73789753345995
"286053",0.0498311345777127,2.71934901245063,2.1085924841816,0.0364892870291751,0.33788830462785,-4.73814765151343
"677809",0.0934571014959408,1.06748538205692,2.10856821403184,0.0364914146613153,0.33788830462785,-4.73819729815439
"5688",0.0721867121421002,3.60054063869621,2.1082776161246,0.0365168980868802,0.337928832533261,-4.73879169868246
"107985311",-0.103436578508669,1.15401078729879,-2.10808141767599,0.0365341119847646,0.337928832533261,-4.73919296692537
"101928000",0.0796537070457258,1.8687534582593,2.10807170649697,0.036534964197375,0.337928832533261,-4.73921282746731
"128611",0.128448437680019,1.12707331539745,2.10756111524458,0.0365797956389196,0.338222619198013,-4.74025692662142
"284950",0.0980724579647347,0.841252711841294,2.10727731014015,0.0366047350221047,0.338332336561453,-4.74083717116014
"112936",0.0481178533156991,3.13857541926793,2.1070063375906,0.0366285603842437,0.338388188402522,-4.74139111025092
"1933",0.0628517657806728,3.76879324620756,2.10663259069952,0.0366614440931702,0.338388188402522,-4.74215503639666
"10266",0.0784546358922134,2.98337856780341,2.10657676417764,0.0366663581061425,0.338388188402522,-4.74226913292241
"5604",0.0608182265570143,3.07826137133943,2.10625757694987,0.0366944647699657,0.338388188402522,-4.74292142295143
"90952",0.0596244552960321,3.26329490176478,2.10610818650837,0.0367076260027849,0.338388188402522,-4.74322668463275
"2975",0.0576932500283893,3.24684883674598,2.10608898250713,0.0367093181612368,0.338388188402522,-4.74326592424821
"63906",0.0721339768943693,2.38096338699354,2.10608484663341,0.0367096826020689,0.338388188402522,-4.74327437505182
"5250",0.056666632758874,4.48965391338279,2.10545945448827,0.0367648260925122,0.338388188402522,-4.74455205382079
"94",0.0700900571315252,2.92812926672037,2.10541113047087,0.0367690899888617,0.338388188402522,-4.74465076503171
"105378187",0.106897036842007,0.215553606936374,2.10526452220929,0.0367820286508091,0.338388188402522,-4.74495022780918
"27095",0.0517245495405608,3.15144651661473,2.10515765665922,0.0367914623533269,0.338388188402522,-4.74516849947658
"105374411",0.099782278028184,0.268313920048055,2.10505238610538,0.0368007572885918,0.338388188402522,-4.74538350312124
"4715",0.0825011344466967,3.91025733851833,2.10488430142964,0.0368156026236899,0.338388188402522,-4.74572677665862
"10875",0.100770335813348,2.98812498361634,2.10453647809715,0.0368463389267873,0.338388188402522,-4.74643704180217
"9215",0.057798201178313,3.52663777224156,2.1044922959818,0.0368502447712251,0.338388188402522,-4.74652725498059
"23029",0.054061239104195,2.9725459927375,2.10427849692431,0.0368691503393216,0.338388188402522,-4.74696377488405
"400759",0.0895709333572558,1.63956724046107,2.10417892964851,0.0368779576002489,0.338388188402522,-4.74716705001917
"51056",0.0603741007039581,3.40046170116004,2.10381929778232,0.0369097840340904,0.338388188402522,-4.74790119343845
"729978",-0.102684203016479,1.69028326832163,-2.10268558217878,0.0370102692973363,0.338388188402522,-4.7502147538492
"150381",0.102820171874514,2.78325639817664,2.10264211849233,0.0370141263133121,0.338388188402522,-4.75030342618162
"2788",0.06444279882969,3.0532619428989,2.10254290336467,0.0370229320684339,0.338388188402522,-4.75050583317331
"7416",0.0531073728462925,4.16985752218208,2.1024155359048,0.037034239098762,0.338388188402522,-4.75076565996681
"105371716",-0.0995032824360883,0.39952926205192,-2.1023188894185,0.0370428208583659,0.338388188402522,-4.75096280670544
"102723570",-0.0896640886109805,0.735631589266145,-2.10226073249882,0.0370479857464428,0.338388188402522,-4.75108143540676
"102465537",0.127797349728829,1.16221143618962,2.1019895647052,0.0370720761974427,0.338388188402522,-4.75163452343937
"6598",0.0606403958705694,2.90052445476603,2.10186506731868,0.0370831410087568,0.338388188402522,-4.75188843218927
"101930105",0.112152729156116,1.19204335057391,2.10183756157391,0.037085585987927,0.338388188402522,-4.7519445274233
"641516",0.142144760819203,0.620479120865094,2.10163462449739,0.0371036292978878,0.338388188402522,-4.75235837593765
"105371013",-0.128340039242364,0.772723678812681,-2.1015766580509,0.0371087845291665,0.338388188402522,-4.75247657965653
"5279",0.0527641057775107,2.50589336867814,2.10126139520559,0.0371368331271507,0.338388188402522,-4.75311940163588
"54920",0.0668307137865496,2.35649680004898,2.10114318587293,0.0371473547791085,0.338388188402522,-4.75336040730301
"102723170",0.0972269151630591,0.154571526062146,2.10108506719244,0.0371525287828885,0.338388188402522,-4.75347889519439
"100526794",0.0536009906967735,2.80737393793833,2.10103324301395,0.0371571429420677,0.338388188402522,-4.75358454772086
"81620",0.130530109487193,0.826226391635873,2.10093458441942,0.0371659283583094,0.338388188402522,-4.75378567345847
"22845",0.054888579148819,2.46575097853308,2.10092771705655,0.0371665399542399,0.338388188402522,-4.75379967295411
"7083",0.109992976066218,1.36164684252001,2.10091517586664,0.0371676568740939,0.338388188402522,-4.75382523874521
"10455",0.0617191312159783,3.63075670389928,2.10073072676119,0.0371840872643324,0.338388188402522,-4.75420123000991
"65018",0.0626393529228154,3.67463606938969,2.10068277117853,0.0371883600821635,0.338388188402522,-4.75429898020088
"3501",0.222874186907358,2.40698816338734,2.10009544377006,0.03724072487984,0.338388188402522,-4.75549598665045
"113174",0.0519790319895439,2.46022380288469,2.1000313308101,0.0372464448805665,0.338388188402522,-4.75562663328796
"105379352",0.0773939990889912,0.0923110638097559,2.09978662599115,0.0372682837811184,0.338388188402522,-4.75612524752624
"80177",0.0700092537866546,2.89408961152544,2.09976162831852,0.0372705153398676,0.338388188402522,-4.75617618006277
"107987181",0.0719639033368141,1.28985727816211,2.09968536044023,0.0372773245330775,0.338388188402522,-4.75633157163892
"145483",0.0516604529529704,2.49652646195863,2.09959838684898,0.0372850908360159,0.338388188402522,-4.75650876898566
"55374",0.0859440668462744,3.04654498823195,2.09956882764163,0.0372877306405417,0.338388188402522,-4.75656899043129
"285855",0.0518476245368952,3.36892953432757,2.09945632540203,0.0372977791956555,0.338388188402522,-4.75679818569559
"6039",0.100850813980357,2.31993861825531,2.09945257337303,0.0372981143621292,0.338388188402522,-4.7568058293187
"105378808",0.113106570831708,0.449660617770902,2.09917718693084,0.0373227215303188,0.338388188402522,-4.75736681048197
"9128",0.0510849565746398,2.69880119891382,2.09909519697179,0.0373300504401679,0.338388188402522,-4.75753381620988
"150383",0.0748294676005779,2.37679526341285,2.09905345562969,0.0373337820856991,0.338388188402522,-4.75761883696899
"4298",0.0775576960547593,2.88005693225078,2.09885980033989,0.0373510989190539,0.338388188402522,-4.75801326235611
"662",0.0577211359830507,2.40133807782649,2.09881965859267,0.0373546892939543,0.338388188402522,-4.7580950163258
"8631",0.110757255984181,1.34800341134469,2.09878083420793,0.037358162122761,0.338388188402522,-4.7581740859034
"419",0.0872238798714992,3.24631038653473,2.09864001373815,0.0373707607959176,0.338388188402522,-4.75846086864632
"963",0.0941802357695417,2.57158458127994,2.0985421614786,0.0373795174150489,0.338388188402522,-4.75866013532621
"409",0.0751768872738603,2.80498649681334,2.09818897252991,0.0374111383070244,0.338388188402522,-4.75937929728805
"1796",0.0982120007483965,2.12418176275021,2.09803442407898,0.0374249822038663,0.338388188402522,-4.75969395216687
"10330",0.0647455213431207,2.92967221165758,2.09797993309953,0.0374298643596718,0.338388188402522,-4.75980488853084
"54470",0.0506246919491908,2.77103652308146,2.09794530896096,0.0374329668167448,0.338388188402522,-4.75987537723885
"101929086",-0.096108894452577,0.424254924782403,-2.09776156950412,0.0374494342804222,0.338388188402522,-4.76024942028486
"2176",0.0699224683062566,2.12351361303017,2.09769341178809,0.0374555444288007,0.338388188402522,-4.76038816277299
"55027",0.0627379174136653,2.629770326569,2.09764552286357,0.0374598380488602,0.338388188402522,-4.76048564336337
"10766",0.0614117529809005,3.25531503975953,2.0974882345247,0.0374739431640155,0.338388188402522,-4.7608057977572
"378938",-0.061675414315946,4.08664339500955,-2.09744617405775,0.0374777157849872,0.338388188402522,-4.76089140637298
"109623464",-0.12042919906615,0.650544915154311,-2.09736284773358,0.0374851907174154,0.338388188402522,-4.76106100147606
"63924",0.262525328520894,1.9315348700671,2.09713546691662,0.0375055948219154,0.338388188402522,-4.76152375999673
"84329",0.0539896383311126,2.37819244280775,2.09707988809548,0.037510583658971,0.338388188402522,-4.76163686509196
"112267876",0.105954826273516,2.93291589917675,2.09693168814154,0.0375238890913564,0.338388188402522,-4.76193844396395
"79843",0.10612036516959,1.8474796914734,2.09691129209192,0.0375257205714949,0.338388188402522,-4.76197994723816
"8649",0.0648237452003173,3.08773565743568,2.09690765507739,0.0375260471682859,0.338388188402522,-4.76198734804345
"644919",0.129004198961393,0.569667171393779,2.09669111109267,0.0375454967940193,0.338391835057551,-4.76242796221268
"29099",0.0503784068143375,2.90281081035369,2.09650781296733,0.0375619670953012,0.338391835057551,-4.76280089547273
"55316",0.0588838480265598,3.26626564866858,2.09638937591113,0.0375726125872816,0.338391835057551,-4.76304184777682
"1236",0.129066235879145,1.17673110214029,2.09625730170214,0.0375844868842321,0.338391835057551,-4.76331052874731
"50",0.0617409518549161,4.17592541233399,2.09617565924743,0.0375918286626916,0.338391835057551,-4.76347660745814
"23555",0.0741046983533812,2.52747833741196,2.09563213539245,0.0376407369772386,0.338548503421876,-4.76458209829217
"10978",0.052975472705248,2.3530348880185,2.09556705230546,0.0376465970584917,0.338548503421876,-4.76471445468475
"6144",0.0798358073612205,4.24367203173322,2.09539710205158,0.0376619030730539,0.338548503421876,-4.76506005610224
"8766",0.0547675196505072,3.49773801928528,2.09539345716941,0.0376622313959761,0.338548503421876,-4.76506746784168
"83862",0.0752745641742084,3.43210435857303,2.0952557199943,0.0376746402571484,0.338548503421876,-4.76534754257815
"6888",0.0859017392782792,3.27023856583559,2.09508985998248,0.0376895873871906,0.338554239485862,-4.76568477912869
"915",0.130531449240075,1.43660402172819,2.0947506308181,0.0377201742189745,0.338554239485862,-4.76637444147619
"3397",0.122012448603788,3.15823381295396,2.09461863661502,0.0377320813252178,0.338554239485862,-4.76664276076835
"441518",0.0570664613667133,2.57706641318468,2.09456765051905,0.0377366816097325,0.338554239485862,-4.76674640158421
"26100",0.0533920634057206,3.16681539987275,2.09429141456038,0.0377616137178046,0.338554239485862,-4.76730787231918
"54915",0.0520971037211119,3.03138008717972,2.09424861165593,0.0377654782258677,0.338554239485862,-4.76739486621968
"25880",0.0611555720009472,2.63513815823362,2.0940247921057,0.0377856915538855,0.338554239485862,-4.76784973631056
"79177",0.0554743035382214,2.35546838594275,2.09400076382166,0.0377878621199536,0.338554239485862,-4.76789856642728
"100616140",-0.139746069736399,0.779173215005333,-2.09394373887457,0.0377930138282324,0.338554239485862,-4.76801445001445
"5288",0.0966196845402098,0.342683532452092,2.09369429371701,0.0378155561173843,0.338638959279552,-4.76852132632583
"55052",0.0755206841790494,3.31575628567463,2.09323062262887,0.0378574886113936,0.338778167129078,-4.76946336088542
"105371775",0.0796979751194532,0.192520903961022,2.09312393006378,0.037867143091903,0.338778167129078,-4.7696800988048
"83608",0.056812004108916,2.61004167746884,2.09308824797832,0.0378703723919792,0.338778167129078,-4.76975258194058
"121601",0.119840302070844,0.772626440125639,2.09286960507519,0.0378901651741766,0.338838104598372,-4.7701966986588
"2879",0.095775618148511,3.59317101710939,2.09261304991848,0.0379134013074929,0.338882351596503,-4.77071776828013
"4201",0.0555337255708785,3.00863096677775,2.09239121180723,0.0379335029858237,0.338882351596503,-4.77116827794663
"5298",0.0492137087076054,3.17181827428327,2.0922376572992,0.0379474225581661,0.338882351596503,-4.77148009050402
"107984104",-0.0928534217660321,0.846796556991475,-2.09209178931807,0.0379606494138998,0.338882351596503,-4.77177627447245
"3109",0.0879231939077131,2.71160642027858,2.09168174763138,0.0379978519176399,0.338882351596503,-4.77260875655446
"170082",0.0547506683624869,2.16147399661541,2.09166413514702,0.0379994505741075,0.338882351596503,-4.77264451061938
"29880",0.0654628904382053,2.59974313152362,2.09155482806743,0.0380093734901851,0.338882351596503,-4.77286640208876
"129804",0.0775683169385954,2.09616100059686,2.09144324463232,0.0380195053478257,0.338882351596503,-4.7730929031831
"105369164",0.0779497191347664,0.467593122620775,2.09131528585092,0.0380311269517291,0.338882351596503,-4.77335263018292
"29101",0.0711690816532389,3.29962021017626,2.09109848481552,0.0380508244364439,0.338882351596503,-4.77379265221638
"105374127",-0.108823809150199,0.927318445042366,-2.09094293960358,0.0380649619090018,0.338882351596503,-4.77410832204067
"4809",0.0609130217549691,3.55591061953239,2.09089368915677,0.0380694392115045,0.338882351596503,-4.7742082682752
"54976",0.132594916215081,2.21958935408712,2.09080590524372,0.0380774206685144,0.338882351596503,-4.77438640674107
"6135",0.0674806847566794,4.24635390205062,2.09079475849334,0.0380784342520336,0.338882351596503,-4.77440902615293
"497189",0.128434322772627,0.608688590298603,2.09048514031737,0.0381065973513012,0.339016410949355,-4.77503726950355
"107985692",0.105643226439307,0.595527937447571,2.09031762215068,0.0381218423781443,0.339035491665421,-4.77537714228434
"102724751",0.0864377413208344,0.610693673423769,2.09004124591228,0.0381470054966841,0.339081406572154,-4.77593781763479
"22882",0.0520081619423635,3.03735241607087,2.0899702911869,0.0381534679822468,0.339081406572154,-4.77608174980663
"9616",0.0575184320424454,3.25730916310148,2.08969050510731,0.038178959774984,0.339081406572154,-4.77664925274249
"317749",0.0969504154598892,2.88651832804496,2.08968552779875,0.0381794133984257,0.339081406572154,-4.77665934779368
"654816",0.10863028113034,1.60491629989128,2.08945071533597,0.0382008190629903,0.339155127735914,-4.77713557201741
"102724355",-0.124033881089386,0.556219741432221,-2.08927827294162,0.0382165455863459,0.339178394984442,-4.77748527091409
"401492",0.16128290960108,0.711367919520012,2.08898040798971,0.0382437235689993,0.339303245103086,-4.77808925192484
"25845",0.0604389698338533,2.25101711250035,2.08883643103743,0.0382568663488893,0.339303530195084,-4.77838116484436
"1912",0.0567108108738966,3.46345122859283,2.08846557251844,0.0382907376129762,0.339487594869416,-4.7791329917465
"1173",0.0513517253361147,3.91803571365017,2.08819641131411,0.0383153367629373,0.339546526445411,-4.77967857242295
"723778",0.154016807609945,0.523459530478437,2.08810576047584,0.0383236245651873,0.339546526445411,-4.77986230360588
"101927886",0.0836366794226014,0.762713876413378,2.08760435662188,0.0383694934682365,0.339835316018254,-4.78087841270864
"6199",0.0746720304839871,2.69208931777708,2.08743321257729,0.0383851606654516,0.339835316018254,-4.7812251880007
"706",0.15404163557521,2.90520888731195,2.08721509985216,0.0384051355127878,0.339835316018254,-4.78166709305516
"105369317",0.0849458138044648,0.750617928426333,2.08681859635698,0.0384414702924564,0.339835316018254,-4.78247031277351
"8635",0.0885566671062129,2.63105655453072,2.08674272260635,0.0384484265696579,0.339835316018254,-4.7826239980611
"9111",0.0708426870711587,2.31905074132156,2.08643420606744,0.0384767231861253,0.339835316018254,-4.78324885596442
"208",0.0618568105758323,3.27164344988598,2.08624023360766,0.03849452315667,0.339835316018254,-4.78364167570776
"5641",0.0706523951322275,3.56437989139849,2.08599405475015,0.0385171240400604,0.339835316018254,-4.7841401704127
"407010",-0.0756723553019928,0.252557198975827,-2.08554998331384,0.0385579215802475,0.339835316018254,-4.78503924248782
"110806283",0.0867247062909894,0.15955900415826,2.08550933670831,0.0385616576983418,0.339835316018254,-4.78512152700081
"112268170",0.0639984063190723,2.39547930786407,2.0855052233903,0.0385620357999017,0.339835316018254,-4.78512985386898
"2653",0.0602925036081194,3.01673172605939,2.08528452567556,0.0385823272840879,0.339835316018254,-4.78557660436449
"6518",0.100374025966734,1.98674794224305,2.08511574739957,0.0385978513471465,0.339835316018254,-4.78591822594567
"54472",0.0722168927090793,2.90617281851073,2.08481729225574,0.0386253160745241,0.339835316018254,-4.78652226036019
"80349",0.0538796191355172,3.00923897566836,2.0846898620321,0.0386370476857824,0.339835316018254,-4.78678013759269
"23549",0.0597258879405852,3.22901385330555,2.08467408254412,0.0386385006056861,0.339835316018254,-4.78681206909254
"103021295",0.0540677780635964,2.23461427100232,2.08451982279011,0.0386527067706842,0.339835316018254,-4.78712421831054
"165829",0.1132200084054,0.648048800458688,2.08448458356098,0.0386559526674396,0.339835316018254,-4.78719552286965
"4343",0.07743262399563,3.35414122075488,2.08446731214141,0.038657543628813,0.339835316018254,-4.7872304701792
"105378095",0.0835359055445815,2.04851147545193,2.08445836364704,0.0386583679438162,0.339835316018254,-4.78724857662013
"5283",0.0561755810582175,2.42726471803129,2.08435747018149,0.0386676630640398,0.339835316018254,-4.7874527200053
"2893",-0.11645197781296,0.699547765788967,-2.08429825394028,0.0386731194344524,0.339835316018254,-4.78757253117084
"168667",0.130777672997253,1.45636976618074,2.08401084321757,0.0386996117403982,0.339835316018254,-4.78815399831476
"23410",0.0582833890515814,3.09286631874662,2.0837923078829,0.0387197658169178,0.339835316018254,-4.78859607121474
"10361",0.0930111339057167,1.26182430358813,2.08378857877488,0.0387201098061013,0.339835316018254,-4.78860361440786
"7105",0.0631397404089397,2.5886327320913,2.08378788703045,0.038720173615912,0.339835316018254,-4.78860501365844
"84365",0.0539716595017233,2.7184280567393,2.08320527512229,0.0387739485485439,0.339835316018254,-4.78978335615398
"79571",0.0500868471947218,2.55608033335651,2.08315097120714,0.0387789640469123,0.339835316018254,-4.78989317082745
"101928527",0.058078131603026,2.23289281867829,2.08298600309611,0.0387942038791247,0.339835316018254,-4.79022675663043
"133686",0.0637857382341779,3.08580468720087,2.08238919931822,0.0388493797910089,0.339835316018254,-4.79143335799306
"7918",0.0641187757372727,2.79185615292047,2.08234338185122,0.0388536185028103,0.339835316018254,-4.79152597692776
"5990",0.0937378492828398,2.16095909431664,2.08202257717903,0.0388833082166124,0.339835316018254,-4.79217442191014
"6137",0.106408447512288,4.15023504634031,2.0820167256642,0.0388838499410301,0.339835316018254,-4.79218624874281
"26521",0.0796282269791304,3.44845341836476,2.08184028772672,0.0389001873381258,0.339835316018254,-4.79254284278649
"105378367",0.0981527713164873,0.387289740518014,2.08170608566458,0.0389126178137882,0.339835316018254,-4.79281405583143
"1347",0.0667442960641359,3.97515666658323,2.08161523841076,0.0389210344797339,0.339835316018254,-4.79299764240938
"105376874",-0.0954482346635103,0.431835704531672,-2.08155796695402,0.03892634127278,0.339835316018254,-4.79311337420726
"107986870",0.0915823761972398,0.288009531698388,2.08116173570134,0.0389630731904439,0.339835316018254,-4.79391397926614
"9538",0.0457103123714555,3.28836371117655,2.08110326210333,0.0389684963969202,0.339835316018254,-4.79403211585556
"729162",0.149854868199719,1.15292042633314,2.08105424221201,0.0389730433061809,0.339835316018254,-4.79413115031102
"645864",0.0933811507261877,0.495422412616635,2.08099584734977,0.0389784603976315,0.339835316018254,-4.79424912205041
"55020",0.0648402373643808,2.79287337611518,2.08091562081817,0.0389859037907225,0.339835316018254,-4.79441119392053
"56672",0.0543860918618134,2.75291787921027,2.08066510240763,0.0390091546549347,0.339835316018254,-4.79491724754681
"8220",0.075843250312664,2.37717484361088,2.08056709063669,0.039018254459451,0.339835316018254,-4.79511521811707
"6171",0.0681475248759438,4.25106692559814,2.08052809290678,0.0390218756704981,0.339835316018254,-4.79519398581689
"157777",0.0714067589898509,2.77605622878808,2.08038843935028,0.0390348458394969,0.339835316018254,-4.79547604688908
"100532737",0.0512553769880287,3.43343669042819,2.08005297053445,0.039066017232505,0.339835316018254,-4.79615352656832
"197",0.0859752988703238,0.17746540735333,2.07994503991768,0.0390760505615079,0.339835316018254,-4.79637147054798
"1382",0.141080134133877,1.65638850664475,2.07993070714622,0.0390773831151692,0.339835316018254,-4.79640041186484
"4795",0.106097610634186,2.38811717501421,2.07988368198171,0.0390817554360068,0.339835316018254,-4.79649536566718
"28960",0.0495658084693558,2.5701959952145,2.07962456955622,0.0391058547948624,0.339835316018254,-4.7970185322096
"301",0.0884807062477035,3.43110751395771,2.07945477197164,0.0391216541239009,0.339835316018254,-4.79736133216362
"7919",0.0513195156095777,3.43191584912775,2.07934560985769,0.0391318143310977,0.339835316018254,-4.79758170271386
"27352",0.0756641550984711,2.95968728934062,2.07926771959604,0.0391390653091623,0.339835316018254,-4.79773893663841
"85021",0.0485752108974985,3.0601991819695,2.07922346295869,0.0391431857711263,0.339835316018254,-4.79782827323551
"170622",0.0789465259748255,3.35183973158596,2.07922186016198,0.0391433350045968,0.339835316018254,-4.79783150861252
"23401",0.0607087911513303,2.32482913082051,2.07920937216039,0.0391444977562837,0.339835316018254,-4.79785671658988
"10494",0.066471824445699,3.22206031747042,2.07909508956761,0.0391551399272417,0.339835316018254,-4.79808739799192
"9935",0.0955590198372749,2.52792793214386,2.0790172939169,0.0391623857962814,0.339835316018254,-4.79824442298682
"105372912",0.102395691070736,1.46172433424609,2.07866239997415,0.0391954551157747,0.339835316018254,-4.79896068050147
"7001",0.0851737586487939,3.83922286550197,2.07844823744678,0.039215422536831,0.339835316018254,-4.79939285357531
"326343",0.108978859606269,0.44072457640698,2.07841695624453,0.0392183397659047,0.339835316018254,-4.79945597449769
"6233",0.0743321476567438,4.19372010553057,2.07825076230618,0.0392338418345175,0.339835316018254,-4.7997913146138
"101927155",0.0679918564365166,2.15331416971106,2.07809350431603,0.0392485152192565,0.339835316018254,-4.80010860067695
"256586",0.0786879765799925,2.19647426710869,2.07799609852296,0.0392576062899886,0.339835316018254,-4.80030511663436
"54555",0.0954612800042746,2.603363240727,2.07799047483752,0.0392581312144973,0.339835316018254,-4.80031646213969
"645027",0.0447673038864493,0.0498844097953605,2.07797106657947,0.0392599428610048,0.339835316018254,-4.80035561711005
"100189122",0.139854284492813,0.614801488385225,2.07792090939645,0.0392646250702189,0.339835316018254,-4.80045680454427
"100147744",0.0786852105656594,1.1257737983606,2.07779820631156,0.0392760815087408,0.339835316018254,-4.80070433679658
"4688",0.0862444964640011,2.4475284345732,2.0776213328435,0.0392926007218917,0.339835316018254,-4.80106112403039
"9158",0.0742862747717745,3.04690790368285,2.07755282787154,0.0392990003876622,0.339835316018254,-4.80119930377388
"5551",0.114039510744097,1.71572118180129,2.07734332584614,0.0393185773988669,0.339835316018254,-4.80162185848934
"101929371",0.156321035245549,0.371931721338574,2.07681648656738,0.0393678450622704,0.339835316018254,-4.80268428734996
"171483",0.0631563909370444,0.0895164058268031,2.07673990031202,0.0393750114690993,0.339835316018254,-4.80283871060565
"8612",0.119203011768537,1.09789773706671,2.07663112503935,0.0393851918202746,0.339835316018254,-4.80305802829639
"5393",0.0514640784641289,2.75926331285115,2.07662447552814,0.0393858142256459,0.339835316018254,-4.80307143499224
"5063",0.107155940416472,1.96317907549406,2.07628619695161,0.0394174887865204,0.339835316018254,-4.80375341605312
"729156",0.0545886664487473,2.35927791767204,2.0762574967678,0.0394201771191728,0.339835316018254,-4.80381127174507
"3313",0.0523938258081007,4.10215754372835,2.07614386612711,0.0394308223896421,0.339835316018254,-4.80404032831262
"389799",0.0866973159207865,1.36487030984446,2.07606958207276,0.0394377828811079,0.339835316018254,-4.80419006363022
"10397",0.0657401860679262,3.50883816105662,2.07596902746347,0.0394472066270273,0.339835316018254,-4.80439274474502
"1938",0.074708273223928,4.39515699772546,2.0758167901665,0.039461477626141,0.339835316018254,-4.80469958143015
"6152",0.0785452418773695,4.08604389987698,2.07580353883478,0.0394627200391169,0.339835316018254,-4.80472628868939
"129531",0.0594880692451819,2.57958444822134,2.07575710212918,0.0394670740973499,0.339835316018254,-4.80481987779022
"109136579",-0.0609133008830778,4.07207625156903,-2.07516111536834,0.0395229923199664,0.339835316018254,-4.80602086042792
"2197",0.100148828347675,3.69569624363326,2.07502583551585,0.0395356943446345,0.339835316018254,-4.80629341950554
"105372353",-0.0838004002129679,0.275031387582317,-2.07500268977612,0.0395378679509482,0.339835316018254,-4.80634005137938
"7384",0.076567809780072,4.2475242001423,2.07500074693616,0.0395380504068568,0.339835316018254,-4.80634396560937
"389119",0.128549677473889,1.63590357357242,2.07417707528201,0.039615468019734,0.339835316018254,-4.80800309959149
"130557",0.0696167838868098,2.2445827862419,2.07400660529119,0.0396315068473967,0.339835316018254,-4.80834640176
"90843",0.0599496498012426,3.25258986568342,2.07399491261514,0.0396326071674823,0.339835316018254,-4.80836994815542
"134",0.0743482067452427,2.30980158979959,2.07388981308446,0.0396424985608489,0.339835316018254,-4.80858158909988
"64359",0.0789113206372663,2.51047443513917,2.07375387470443,0.039655295473928,0.339835316018254,-4.80885531573626
"5218",0.0762883344184369,2.75797699792031,2.07369900435594,0.0396604618390632,0.339835316018254,-4.80896579829757
"7991",0.0621930337136985,3.23776776098015,2.07343746348493,0.0396850953688619,0.339835316018254,-4.80949237803814
"25786",0.0783806019044459,1.53273101072797,2.07333494453976,0.0396947548084762,0.339835316018254,-4.80969876988518
"3421",0.0772816443248668,3.15238799014679,2.07321343337623,0.0397062063217354,0.339835316018254,-4.80994338445855
"122509",0.0674703270910035,2.39599737384199,2.07312121342842,0.0397148992464633,0.339835316018254,-4.81012902369837
"51606",0.0508686128267291,3.07328278900122,2.07285346016033,0.0397401476964786,0.339835316018254,-4.81066796803932
"55811",0.0918764439355883,1.25177333487849,2.07270716143873,0.0397539490987777,0.339835316018254,-4.81096241597568
"57121",0.0625179455696952,2.08551453688454,2.07247164642465,0.0397761755325656,0.339835316018254,-4.81143638354915
"107985093",0.0700853813691704,0.143451637282357,2.07242119446181,0.0397809382568882,0.339835316018254,-4.81153791010919
