"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"2824",0.140090995654989,2.29936818586658,3.28870626761728,0.0012301733291052,0.140936661256739,-1.70576822419679
"25816",0.139256283503276,2.45166700646214,3.28856678312428,0.00123074518717245,0.140936661256739,-1.70619696072835
"29923",0.119738383738474,2.27961392341969,3.28684693495556,0.00123781660381367,0.141121998707919,-1.71148198675948
"105373512",0.0959026627599695,0.104348931163595,3.28428492739336,0.00124842092466477,0.141677081537762,-1.71935044478054
"105369329",0.159645279958139,0.53329868683379,3.2830328376019,0.00125363414498251,0.141677081537762,-1.72319391751331
"5099",0.143193650578907,3.35370738347947,3.27157837615569,0.00130227651687356,0.146534418507338,-1.75829543096318
"54769",-0.199977277745711,0.509582478404413,-3.26725356873975,0.00132109501748876,0.147942619907791,-1.77152056717825
"767557",0.0998859859270938,3.56694671380824,3.26608469692084,0.00132622441339287,0.147942619907791,-1.77509230904582
"105376748",0.0991267245095018,1.67531623753652,3.26440906506679,0.00133360999154855,0.148128011078439,-1.78021061037018
"1666",0.0839044280931677,3.98512453759776,3.25573159032909,0.00137247358053581,0.151793231898576,-1.80667950722831
"28930",0.326475902981244,1.22195809506296,3.25303556426287,0.0013847611886259,0.151802606775184,-1.81489059876898
"55861",0.0994274144988364,3.57359497367047,3.25252115319919,0.00138711730574289,0.151802606775184,-1.81645662463959
"28882",0.258049377986952,0.439247774607347,3.2518590781116,0.00139015524751618,0.151802606775184,-1.81847186517125
"51191",0.103992057535318,2.40827689724015,3.24698841724504,0.00141269538310097,0.153615783675013,-1.83328622439875
"666",0.185646912861282,2.28157870316011,3.24264552524529,0.00143307942556085,0.154629973341478,-1.84647889157377
"414",0.0866276352864756,2.6330776480223,3.24058886575056,0.00144282784012244,0.154629973341478,-1.85272111573527
"1528",0.0929859741458104,3.09618090588387,3.23987664855632,0.00144621805015482,0.154629973341478,-1.85488197421953
"2261",0.131314291130695,2.05945720983374,3.23897447129819,0.0014505231218921,0.154629973341478,-1.85761856974735
"154",0.0979169540700954,2.2470647736146,3.23868717105276,0.00145189658122021,0.154629973341478,-1.85848990366923
