"","logFC","AveExpr","t","P.Value","adj.P.Val","B","negLogP","plotNegLogP","Significance","Color"
"10267",-0.129378942363682,3.2413101536942,-1.65096550280976,0.10064982310466,0.507860678874752,-5.78033901942166,0.997186984061343,0.997186984061343,"Not Significant","grey80"
"3925",-0.0558081026336077,3.14957856518792,-1.65070816400975,0.100702458943506,0.508005012329175,-5.78075679248231,0.996959924753652,0.996959924753652,"Not Significant","grey80"
"8175",-0.0934597166446025,2.22840054031601,-1.65063373760623,0.100717686177009,0.508005012329175,-5.78087760723812,0.996894259986171,0.996894259986171,"Not Significant","grey80"
"107987003",0.0797647342544359,0.364873781670021,1.65051493152337,0.10074199708606,0.508028621314736,-5.78107045163979,0.996789444039566,0.996789444039566,"Not Significant","grey80"
"7866",-0.0661398493618537,2.92875946989932,-1.6504030779692,0.100764889633812,0.50804506988565,-5.78125199852155,0.996690766447253,0.996690766447253,"Not Significant","grey80"
"107984505",-0.0627002953391629,0.918954477196337,-1.65026138881046,0.100793894501704,0.508092323666557,-5.7814819537876,0.99656577408619,0.99656577408619,"Not Significant","grey80"
"4255",-0.0965846486891124,2.29672173666158,-1.6501525073774,0.100816187935493,0.508105733937791,-5.7816586505833,0.99646972814246,0.99646972814246,"Not Significant","grey80"
"969",0.0925564756285092,1.4241133452353,1.64990999799335,0.100865855893307,0.508205647921874,-5.78205216320402,0.996255821936111,0.996255821936111,"Not Significant","grey80"
"23557",-0.039695208630755,3.14003062499025,-1.64977970295469,0.100892549535074,0.508205647921874,-5.78226356590717,0.996140903290074,0.996140903290074,"Not Significant","grey80"
"645323",0.0791073368626129,0.700129795460617,1.64976811689233,0.100894923455278,0.508205647921874,-5.7822823634228,0.996130684811894,0.996130684811894,"Not Significant","grey80"
"100505839",0.0777912970394296,0.691864615874511,1.64956092454459,0.100937383606436,0.508320585276232,-5.78261849587934,0.995947956784957,0.995947956784957,"Not Significant","grey80"
"23403",-0.0552871763703082,2.23258936437021,-1.64924093040845,0.101002988576281,0.508519849941071,-5.78313754878522,0.99566577569275,0.99566577569275,"Not Significant","grey80"
"112267941",0.0540702771893366,2.40428504493231,1.64898894107488,0.101054675373198,0.508519849941071,-5.78354622458038,0.995443588711675,0.995443588711675,"Not Significant","grey80"
"105379026",0.0679815317173582,0.198404700761233,1.64898050122261,0.101056406881602,0.508519849941071,-5.78355991127038,0.995436147412202,0.995436147412202,"Not Significant","grey80"
"608",0.0743287000826331,0.254484028498909,1.64890153967404,0.101072607678974,0.508519849941071,-5.78368795788734,0.995366529332563,0.995366529332563,"Not Significant","grey80"
