"","logFC","AveExpr","t","P.Value","adj.P.Val","B","negLogP","plotNegLogP","Significance","Color"
"107987338",-0.488809653255717,0.294500225874562,-13.325827905214,5.68994584957351e-28,3.97988644829628e-25,52.8742766296988,27.2448918667057,25,"Male Higher","blue"
"286554",-0.60298253494001,0.367991207900765,-13.3169003248638,6.02746567841136e-28,4.10502136203384e-25,52.8177431705294,27.2198652539026,25,"Male Higher","blue"
"113219468",-0.524671438962496,0.32080998858512,-13.2666011841965,8.33973526853956e-28,5.53416278845651e-25,52.4991873672786,27.0788477351221,25,"Male Higher","blue"
"8226",0.228820407184955,2.88020772766454,9.71808964990781,6.1756372174756e-18,3.99563727970671e-15,30.1933872646045,17.2093182241808,17.2093182241808,"Female Higher","deeppink"
"83259",-0.443753970380323,0.370480286141013,-9.41854751840595,3.97878293285121e-17,2.51148542200462e-14,28.3659869881404,16.4002497536499,16.4002497536499,"Male Higher","blue"
"101927653",-0.637225431292145,1.16837589389902,-9.18943237624739,1.63606736538933e-16,1.00812912895895e-13,26.9794841205186,15.7861988181375,15.7861988181375,"Male Higher","blue"
"105377219",-0.368083125144075,0.226467961005077,-8.04931452439794,1.55896775720953e-13,9.38281059455407e-11,20.2605059389615,12.8071628668578,12.8071628668578,"Male Higher","blue"
"105377218",-0.361199945451433,0.222320952121933,-7.93381638412196,3.06340375848702e-13,1.80183839249191e-10,19.5997556432597,12.5137957591429,12.5137957591429,"Male Higher","blue"
"8228",0.181175849220797,3.00733151321945,7.4601258696338,4.67807245408014e-12,2.69041144692431e-09,16.9356545209402,11.3299330561131,11.3299330561131,"Not Significant","grey80"
"1968",0.185984865060854,3.54227157929343,6.9997854493648,6.13352235624127e-11,3.45077301259835e-08,14.4247232558821,10.2122900474154,10.2122900474154,"Not Significant","grey80"
"8242",0.190923726651533,3.10531544750533,6.84935124357364,1.39707853423172e-10,7.69284946083338e-08,13.6225710111536,9.85477918012431,9.85477918012431,"Not Significant","grey80"
"100533178",-0.30352172906128,0.192274316053594,-6.7894728334811,1.93376686687121e-10,1.0426226357214e-07,13.3059539314006,9.71359588523458,9.71359588523458,"Male Higher","blue"
"554203",0.198932356027815,2.11057988493241,6.71515497815089,2.8888569172613e-10,1.52578810242291e-07,12.9151505561676,9.53927396787637,9.53927396787637,"Not Significant","grey80"
"105377227",-0.264054991547625,0.186404470096628,-6.67601160635438,3.56559590051084e-10,1.84555243810441e-07,12.7102913963464,9.44786787824501,9.44786787824501,"Male Higher","blue"
"27112",-0.359492648019983,2.63342539657299,-6.44508730369285,1.21749443319894e-09,6.17818743748794e-07,11.5158546076288,8.91453301585173,8.91453301585173,"Male Higher","blue"
"94056",0.154674588550548,3.08513663605229,6.40193685892358,1.52748677307155e-09,7.60218417059458e-07,11.2954074552204,8.81602254174459,8.81602254174459,"Not Significant","grey80"
"7543",0.23464834620963,2.94627219505023,6.15081496722681,5.62098324703686e-09,2.74473672515687e-06,10.0303401130742,8.25018770909067,8.25018770909067,"Female Higher","deeppink"
"105373184",0.256886533231683,0.540195948889703,5.9266600661956,1.75270147859664e-08,8.39998412334835e-06,8.92790399382101,7.75629204696285,7.75629204696285,"Female Higher","deeppink"
"3760",-0.438075333912647,1.79269833997082,-5.79968299340949,3.30069511288165e-08,1.55312708220686e-05,8.31511680286042,7.48139458984974,7.48139458984974,"Male Higher","blue"
"105377225",-0.240800877517985,0.145078789560525,-5.77421203469446,3.74379817981611e-08,1.73016958738645e-05,8.1932421416279,7.42668757119319,7.42668757119319,"Male Higher","blue"
"266722",-0.474640465261303,1.62472038334642,-5.74044766454981,4.42185807061977e-08,2.00767871697613e-05,8.03223126648859,7.35439520118197,7.35439520118197,"Male Higher","blue"
